"GameID","Datum","Zeit","TableID","Guthaben","Spielstand","Einsatz","Drehrichtung","Ausgang","Ergebnis","Farbe","Gerade","HiLo","Dutzend","Kolonne"
"295","Freitag, 22. Juli 2016","08:54:55","Aphrodite Darina","2800","[3, 4, 5, 6, 7, 10]","13","links","gewonnen","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"296","Freitag, 22. Juli 2016","08:55:38","Aphrodite Darina","2813","[4, 5, 6, 7]","11","rechts","verloren","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"297","Freitag, 22. Juli 2016","08:56:24","Aphrodite Darina","2802","[4, 5, 6, 7, 11]","15","links","verloren","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"298","Freitag, 22. Juli 2016","08:57:12","Aphrodite Darina","2787","[4, 5, 6, 7, 11, 15]","19","rechts","gewonnen","5","rot","ungerade","niedrig","1.Dutzend","2.Kolonne"
"299","Freitag, 22. Juli 2016","08:57:56","Aphrodite Darina","2806","[5, 6, 7, 11]","16","links","gewonnen","5","rot","ungerade","niedrig","1.Dutzend","2.Kolonne"
"300","Freitag, 22. Juli 2016","09:00:13","Aphrodite Bonija","2822","[6, 7]","13","rechts","verloren","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"301","Freitag, 22. Juli 2016","09:00:59","Aphrodite Bonija","2809","[6, 7, 13]","19","links","gewonnen","13","schwarz","ungerade","niedrig","2.Dutzend","1.Kolonne"
"302","Freitag, 22. Juli 2016","09:01:39","Aphrodite Bonija","2828","[7]","7","rechts","verloren","21","rot","ungerade","hoch","2.Dutzend","3.Kolonne"
"303","Freitag, 22. Juli 2016","09:02:29","Aphrodite Bonija","2821","[7, 7]","14","links","verloren","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"304","Freitag, 22. Juli 2016","09:03:12","Aphrodite Bonija","2807","[7, 7, 14]","21","rechts","gewonnen","31","schwarz","ungerade","hoch","3.Dutzend","1.Kolonne"
"305","Freitag, 22. Juli 2016","09:03:53","Aphrodite Bonija","2828","[7]","7","links","verloren","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"306","Freitag, 22. Juli 2016","09:04:40","Aphrodite Bonija","2821","[7, 7]","14","rechts","gewonnen","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"307","Samstag, 23. Juli 2016","08:48:04","Diamond Doris","2835","[1, 1, 1, 1, 1]","2","rechts","verloren","0","grün","null","null","null","null"
"308","Samstag, 23. Juli 2016","08:48:54","Diamond Doris","2833","[1, 1, 1, 1, 1, 2]","3","links","verloren","15","schwarz","ungerade","niedrig","2.Dutzend","3.Kolonne"
"309","Samstag, 23. Juli 2016","08:49:42","Diamond Doris","2830","[1, 1, 1, 1, 1, 2, 3]","4","rechts","gewonnen","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"310","Samstag, 23. Juli 2016","08:50:30","Diamond Doris","2834","[1, 1, 1, 1, 2]","3","links","verloren","32","rot","gerade","hoch","3.Dutzend","2.Kolonne"
"311","Samstag, 23. Juli 2016","08:51:32","Diamond Doris","2831","[1, 1, 1, 1, 2, 3]","4","rechts","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"312","Samstag, 23. Juli 2016","08:52:06","Diamond Doris","2827","[1, 1, 1, 1, 2, 3, 4]","5","links","verloren","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"313","Samstag, 23. Juli 2016","08:52:56","Diamond Doris","2822","[1, 1, 1, 1, 2, 3, 4, 5]","6","rechts","verloren","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"314","Samstag, 23. Juli 2016","08:53:42","Speed Frenks","2816","[1, 1, 1, 1, 2, 3, 4, 5, 6]","7","rechts","verloren","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"315","Samstag, 23. Juli 2016","08:54:15","Speed Frenks","2809","[1, 1, 1, 1, 2, 3, 4, 5, 6, 7]","8","links","verloren","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"316","Samstag, 23. Juli 2016","10:24:48","Betfair Kamilija","2801","[1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8]","9","links","verloren","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"317","Samstag, 23. Juli 2016","10:25:37","Betfair Kamilija","2792","[1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9]","10","rechts","verloren","13","schwarz","ungerade","niedrig","2.Dutzend","1.Kolonne"
"318","Samstag, 23. Juli 2016","10:26:29","Betfair Kamilija","2782","[1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","11","links","gewonnen","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"319","Samstag, 23. Juli 2016","10:27:17","Betfair Kamilija","2793","[1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9]","10","rechts","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"320","Samstag, 23. Juli 2016","10:28:03","Betfair Kamilija","2783","[1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","11","links","verloren","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"321","Samstag, 23. Juli 2016","10:28:53","Betfair Kamilija","2772","[1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","12","rechts","gewonnen","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"322","Samstag, 23. Juli 2016","10:29:38","Betfair Kamilija","2784","[1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","11","links","verloren","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"323","Samstag, 23. Juli 2016","10:30:29","Betfair Kamilija","2773","[1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","12","rechts","verloren","3","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"324","Samstag, 23. Juli 2016","10:31:14","Betfair Kamilija","2761","[1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","13","links","gewonnen","3","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"325","Samstag, 23. Juli 2016","10:32:06","Betfair Kamilija","2774","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","12","rechts","verloren","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"326","Samstag, 23. Juli 2016","10:32:58","Betfair Kamilija","2762","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","13","links","gewonnen","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"327","Samstag, 23. Juli 2016","10:33:49","Betfair Sanita","2775","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","13","rechts","verloren","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"328","Samstag, 23. Juli 2016","10:34:41","Betfair Sanita","2762","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13]","15","links","verloren","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"329","Samstag, 23. Juli 2016","10:35:32","Betfair Sanita","2747","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15]","17","rechts","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"330","Samstag, 23. Juli 2016","10:36:24","Betfair Sanita","2764","[3, 4, 5, 6, 7, 8, 9, 10, 11, 13]","16","links","gewonnen","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"331","Samstag, 23. Juli 2016","10:37:14","Betfair Sanita","2780","[4, 5, 6, 7, 8, 9, 10, 11]","15","rechts","gewonnen","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"332","Samstag, 23. Juli 2016","10:38:02","Betfair Sanita","2795","[5, 6, 7, 8, 9, 10]","15","links","gewonnen","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"333","Samstag, 23. Juli 2016","10:38:49","Betfair Sanita","2810","[6, 7, 8, 9]","15","rechts","gewonnen","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"334","Samstag, 23. Juli 2016","10:39:38","Betfair Sanita","2825","[7, 8]","15","links","gewonnen","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"335","Samstag, 23. Juli 2016","10:40:29","Betfair Sanita","2840","[1, 1, 1, 1, 1]","2","rechts","gewonnen","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"336","Samstag, 23. Juli 2016","10:41:20","Betfair Sanita","2842","[1, 1, 1]","2","links","gewonnen","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"337","Samstag, 23. Juli 2016","10:42:09","Betfair Sanita","2844","[1]","1","rechts","verloren","32","rot","gerade","hoch","3.Dutzend","2.Kolonne"
"338","Samstag, 23. Juli 2016","10:42:57","Betfair Sanita","2843","[1, 1]","2","links","verloren","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"339","Samstag, 23. Juli 2016","10:43:49","Betfair Sanita","2841","[1, 1, 2]","3","rechts","verloren","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"340","Samstag, 23. Juli 2016","10:44:36","Betfair Sanita","2838","[1, 1, 2, 3]","4","links","gewonnen","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"341","Samstag, 23. Juli 2016","10:45:25","Betfair Sanita","2842","[1, 2]","3","rechts","gewonnen","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"342","Samstag, 23. Juli 2016","10:46:10","Betfair Sanita","2845","[1, 1, 1, 1, 1]","2","links","gewonnen","32","rot","gerade","hoch","3.Dutzend","2.Kolonne"
"343","Samstag, 23. Juli 2016","10:47:01","Betfair Sanita","2847","[1, 1, 1]","2","rechts","gewonnen","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"344","Samstag, 23. Juli 2016","10:47:51","Betfair Sanita","2849","[1]","1","links","verloren","31","schwarz","ungerade","hoch","3.Dutzend","1.Kolonne"
"345","Samstag, 23. Juli 2016","10:48:42","Betfair Sanita","2848","[1, 1]","2","rechts","gewonnen","8","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"346","Samstag, 23. Juli 2016","10:49:29","Betfair Sanita","2850","[1, 1, 1, 1, 1]","2","links","verloren","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"347","Samstag, 23. Juli 2016","10:50:18","Betfair Sanita","2848","[1, 1, 1, 1, 1, 2]","3","rechts","verloren","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"348","Samstag, 23. Juli 2016","10:51:07","Betfair Sanita","2845","[1, 1, 1, 1, 1, 2, 3]","4","links","verloren","0","grün","null","null","null","null"
"349","Samstag, 23. Juli 2016","10:52:02","Betfair Sanita","2841","[1, 1, 1, 1, 1, 2, 3, 4]","5","rechts","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"350","Samstag, 23. Juli 2016","10:52:56","Betfair Sanita","2836","[1, 1, 1, 1, 1, 2, 3, 4, 5]","6","links","verloren","15","schwarz","ungerade","niedrig","2.Dutzend","3.Kolonne"
"351","Samstag, 23. Juli 2016","10:53:46","Betfair Sanita","2830","[1, 1, 1, 1, 1, 2, 3, 4, 5, 6]","7","rechts","verloren","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"352","Samstag, 23. Juli 2016","10:55:29","Prestige Zanna","2823","[1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 7]","8","rechts","verloren","20","schwarz","gerade","hoch","2.Dutzend","2.Kolonne"
"353","Samstag, 23. Juli 2016","10:56:24","Prestige Zanna","2815","[1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8]","9","links","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"354","Samstag, 23. Juli 2016","10:57:12","Prestige Jasmina","2824","[1, 1, 1, 1, 2, 3, 4, 5, 6, 7]","8","rechts","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"355","Samstag, 23. Juli 2016","10:58:03","Prestige Jasmina","2832","[1, 1, 1, 2, 3, 4, 5, 6]","7","links","gewonnen","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"356","Samstag, 23. Juli 2016","10:58:56","Prestige Jasmina","2839","[1, 1, 2, 3, 4, 5]","6","rechts","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"357","Samstag, 23. Juli 2016","10:59:48","Prestige Jasmina","2845","[1, 2, 3, 4]","5","links","gewonnen","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"358","Samstag, 23. Juli 2016","11:00:37","Prestige Jasmina","2850","[2, 3]","5","rechts","verloren","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"359","Samstag, 23. Juli 2016","11:01:27","Prestige Jasmina","2845","[2, 3, 5]","7","links","gewonnen","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"360","Samstag, 23. Juli 2016","11:02:19","Prestige Jasmina","2852","[3]","3","links","gewonnen","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"361","Samstag, 23. Juli 2016","13:05:26","Sapphire Geraldine","2855","[1, 1, 1, 1, 1]","2","rechts","verloren","16","rot","gerade","niedrig","2.Dutzend","1.Kolonne"
"362","Samstag, 23. Juli 2016","13:06:11","Sapphire Geraldine","2853","[1, 1, 1, 1, 1, 2]","3","links","gewonnen","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"363","Samstag, 23. Juli 2016","13:06:53","Sapphire Geraldine","2856","[1, 1, 1, 1]","2","rechts","gewonnen","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"364","Samstag, 23. Juli 2016","13:07:39","Sapphire Geraldine","2858","[1, 1]","2","links","gewonnen","5","rot","ungerade","niedrig","1.Dutzend","2.Kolonne"
"365","Samstag, 23. Juli 2016","13:08:22","Sapphire Geraldine","2860","[1, 1, 1, 1, 1]","2","rechts","verloren","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"366","Samstag, 23. Juli 2016","13:09:12","Sapphire Geraldine","2858","[1, 1, 1, 1, 1, 2]","3","links","verloren","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"367","Samstag, 23. Juli 2016","13:09:55","Sapphire Geraldine","2855","[1, 1, 1, 1, 1, 2, 3]","4","rechts","verloren","31","schwarz","ungerade","hoch","3.Dutzend","1.Kolonne"
"368","Samstag, 23. Juli 2016","13:10:42","Sapphire Geraldine","2851","[1, 1, 1, 1, 1, 2, 3, 4]","5","links","gewonnen","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"369","Samstag, 23. Juli 2016","13:11:30","Sapphire Geraldine","2856","[1, 1, 1, 1, 2, 3]","4","rechts","verloren","3","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"370","Samstag, 23. Juli 2016","13:12:13","Sapphire Geraldine","2852","[1, 1, 1, 1, 2, 3, 4]","5","links","gewonnen","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"371","Samstag, 23. Juli 2016","13:12:59","Sapphire Geraldine","2857","[1, 1, 1, 2, 3]","4","rechts","verloren","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"372","Samstag, 23. Juli 2016","13:13:45","Sapphire Geraldine","2853","[1, 1, 1, 2, 3, 4]","5","links","gewonnen","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"373","Samstag, 23. Juli 2016","13:14:28","Sapphire Geraldine","2858","[1, 1, 2, 3]","4","rechts","gewonnen","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"374","Samstag, 23. Juli 2016","13:15:12","Sapphire Geraldine","2862","[1, 2]","3","links","verloren","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"375","Samstag, 23. Juli 2016","13:15:58","Sapphire Geraldine","2859","[1, 2, 3]","4","rechts","gewonnen","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"376","Samstag, 23. Juli 2016","13:16:46","Sapphire Geraldine","2863","[2]","2","links","gewonnen","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"377","Samstag, 23. Juli 2016","13:17:30","Sapphire Geraldine","2865","[1, 1, 1, 1, 1]","2","rechts","gewonnen","5","rot","ungerade","niedrig","1.Dutzend","2.Kolonne"
"378","Samstag, 23. Juli 2016","13:18:12","Sapphire Geraldine","2867","[1, 1, 1]","2","links","verloren","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"379","Samstag, 23. Juli 2016","13:19:00","Sapphire Geraldine","2865","[1, 1, 1, 2]","3","rechts","verloren","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"380","Samstag, 23. Juli 2016","13:19:47","Sapphire Geraldine","2862","[1, 1, 1, 2, 3]","4","links","gewonnen","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"381","Samstag, 23. Juli 2016","13:20:33","Sapphire Geraldine","2866","[1, 1, 2]","3","rechts","verloren","15","schwarz","ungerade","niedrig","2.Dutzend","3.Kolonne"
"382","Samstag, 23. Juli 2016","13:21:17","Sapphire Geraldine","2863","[1, 1, 2, 3]","4","links","gewonnen","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"383","Samstag, 23. Juli 2016","13:22:04","Sapphire Geraldine","2867","[1, 2]","3","rechts","verloren","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"384","Samstag, 23. Juli 2016","13:22:46","Sapphire Geraldine","2864","[1, 2, 3]","4","links","verloren","8","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"385","Samstag, 23. Juli 2016","13:23:41","Sapphire Geraldine","2860","[1, 2, 3, 4]","5","rechts","gewonnen","24","schwarz","gerade","hoch","2.Dutzend","3.Kolonne"
"386","Samstag, 23. Juli 2016","13:24:22","Sapphire Geraldine","2865","[2, 3]","5","links","gewonnen","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"387","Sonntag, 24. Juli 2016","08:41:40","Betfair Ulla","2870","[1, 1, 1, 1, 1]","2","links","verloren","19","rot","ungerade","hoch","2.Dutzend","1.Kolonne"
"388","Sonntag, 24. Juli 2016","08:42:24","Betfair Ulla","2868","[1, 1, 1, 1, 1, 2]","3","rechts","gewonnen","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"389","Sonntag, 24. Juli 2016","08:43:13","Betfair Ulla","2871","[1, 1, 1, 1]","2","links","verloren","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"390","Sonntag, 24. Juli 2016","08:44:00","Betfair Ulla","2869","[1, 1, 1, 1, 2]","3","rechts","gewonnen","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"391","Sonntag, 24. Juli 2016","08:44:50","Betfair Ulla","2872","[1, 1, 1]","2","links","gewonnen","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"392","Sonntag, 24. Juli 2016","08:45:35","Betfair Ulla","2874","[1]","1","rechts","gewonnen","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"393","Sonntag, 24. Juli 2016","08:46:20","Betfair Ulla","2875","[1, 1, 1, 1, 1]","2","links","verloren","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"394","Sonntag, 24. Juli 2016","08:47:05","Betfair Ulla","2873","[1, 1, 1, 1, 1, 2]","3","rechts","gewonnen","3","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"395","Sonntag, 24. Juli 2016","08:47:56","Betfair Ulla","2876","[1, 1, 1, 1]","2","links","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"396","Sonntag, 24. Juli 2016","08:48:43","Betfair Ulla","2874","[1, 1, 1, 1, 2]","3","rechts","verloren","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"397","Sonntag, 24. Juli 2016","08:49:29","Betfair Ulla","2871","[1, 1, 1, 1, 2, 3]","4","links","verloren","29","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"398","Sonntag, 24. Juli 2016","08:50:15","Betfair Ulla","2867","[1, 1, 1, 1, 2, 3, 4]","5","rechts","gewonnen","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"399","Sonntag, 24. Juli 2016","08:50:55","Betfair Ulla","2872","[1, 1, 1, 2, 3]","4","links","gewonnen","31","schwarz","ungerade","hoch","3.Dutzend","1.Kolonne"
"400","Sonntag, 24. Juli 2016","08:51:44","Betfair Ulla","2876","[1, 1, 2]","3","rechts","gewonnen","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"401","Sonntag, 24. Juli 2016","08:52:32","Betfair Ulla","2879","[1]","1","links","gewonnen","6","schwarz","gerade","niedrig","1.Dutzend","3.Kolonne"
"402","Sonntag, 24. Juli 2016","08:53:14","Betfair Ulla","2880","[1, 1, 1, 1, 1]","2","rechts","gewonnen","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"403","Sonntag, 24. Juli 2016","08:54:02","Betfair Ulla","2882","[1, 1, 1]","2","links","verloren","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"404","Sonntag, 24. Juli 2016","08:54:50","Betfair Ulla","2880","[1, 1, 1, 2]","3","rechts","verloren","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"405","Sonntag, 24. Juli 2016","08:55:40","Betfair Ulla","2877","[1, 1, 1, 2, 3]","4","links","verloren","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"406","Sonntag, 24. Juli 2016","08:56:25","Betfair Ulla","2873","[1, 1, 1, 2, 3, 4]","5","rechts","gewonnen","3","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"407","Sonntag, 24. Juli 2016","08:57:16","Betfair Ulla","2878","[1, 1, 2, 3]","4","links","gewonnen","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"408","Sonntag, 24. Juli 2016","08:58:01","Betfair Gunija","2882","[1, 2]","3","rechts","verloren","4","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"409","Sonntag, 24. Juli 2016","08:58:56","Betfair Gunija","2879","[1, 2, 3]","4","links","verloren","12","rot","gerade","niedrig","1.Dutzend","3.Kolonne"
"410","Sonntag, 24. Juli 2016","08:59:44","Betfair Gunija","2875","[1, 2, 3, 4]","5","rechts","gewonnen","1","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"411","Sonntag, 24. Juli 2016","09:00:33","Betfair Gunija","2880","[2, 3]","5","links","gewonnen","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"412","Sonntag, 24. Juli 2016","09:01:20","Betfair Gunija","2885","[1, 1, 1, 1, 1]","2","rechts","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"413","Sonntag, 24. Juli 2016","09:02:08","Betfair Gunija","2883","[1, 1, 1, 1, 1, 2]","3","links","verloren","25","rot","ungerade","hoch","3.Dutzend","1.Kolonne"
"414","Sonntag, 24. Juli 2016","09:02:57","Betfair Gunija","2880","[1, 1, 1, 1, 1, 2, 3]","4","rechts","verloren","35","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"415","Sonntag, 24. Juli 2016","09:06:38","Pearl Elsie","2876","[1, 1, 1, 1, 1, 2, 3, 4]","5","links","verloren","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"416","Sonntag, 24. Juli 2016","09:07:21","Pearl Elsie","2871","[1, 1, 1, 1, 1, 2, 3, 4, 5]","6","rechts","gewonnen","7","rot","ungerade","niedrig","1.Dutzend","1.Kolonne"
"417","Sonntag, 24. Juli 2016","09:08:05","Pearl Elsie","2877","[1, 1, 1, 1, 2, 3, 4]","5","links","verloren","22","schwarz","gerade","hoch","2.Dutzend","1.Kolonne"
"418","Sonntag, 24. Juli 2016","09:08:55","Pearl Elsie","2872","[1, 1, 1, 1, 2, 3, 4, 5]","6","rechts","verloren","0","grün","null","null","null","null"
"419","Sonntag, 24. Juli 2016","09:13:37","Sapphire Kendra","2866","[1, 1, 1, 1, 2, 3, 4, 5, 6]","7","links","verloren","18","rot","gerade","niedrig","2.Dutzend","3.Kolonne"
"420","Sonntag, 24. Juli 2016","09:14:24","Sapphire Kendra","2859","[1, 1, 1, 1, 2, 3, 4, 5, 6, 7]","8","rechts","gewonnen","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"421","Sonntag, 24. Juli 2016","09:15:03","Sapphire Kendra","2867","[1, 1, 1, 2, 3, 4, 5, 6]","7","links","verloren","0","grün","null","null","null","null"
"422","Sonntag, 24. Juli 2016","09:15:43","Sapphire Kendra","2860","[1, 1, 1, 2, 3, 4, 5, 6, 7]","8","rechts","verloren","10","schwarz","gerade","niedrig","1.Dutzend","1.Kolonne"
"423","Sonntag, 24. Juli 2016","09:16:26","Sapphire Kendra","2852","[1, 1, 1, 2, 3, 4, 5, 6, 7, 8]","9","links","gewonnen","33","schwarz","ungerade","hoch","3.Dutzend","3.Kolonne"
"424","Sonntag, 24. Juli 2016","09:17:11","Sapphire Kendra","2861","[1, 1, 2, 3, 4, 5, 6, 7]","8","rechts","gewonnen","28","schwarz","gerade","hoch","3.Dutzend","1.Kolonne"
"425","Sonntag, 24. Juli 2016","09:17:54","Sapphire Kendra","2869","[1, 2, 3, 4, 5, 6]","7","links","gewonnen","26","schwarz","gerade","hoch","3.Dutzend","2.Kolonne"
"426","Sonntag, 24. Juli 2016","09:18:32","Sapphire Kendra","2876","[2, 3, 4, 5]","7","rechts","verloren","19","rot","ungerade","hoch","2.Dutzend","1.Kolonne"
"427","Sonntag, 24. Juli 2016","09:19:11","Sapphire Kendra","2869","[2, 3, 4, 5, 7]","9","links","gewonnen","9","rot","ungerade","niedrig","1.Dutzend","3.Kolonne"
"428","Sonntag, 24. Juli 2016","09:19:52","Sapphire Kendra","2878","[3, 4, 5]","8","rechts","gewonnen","34","rot","gerade","hoch","3.Dutzend","1.Kolonne"
"429","Sonntag, 24. Juli 2016","09:20:32","Sapphire Kendra","2886","[4]","4","links","verloren","11","schwarz","ungerade","niedrig","1.Dutzend","2.Kolonne"
"430","Sonntag, 24. Juli 2016","09:21:13","Sapphire Kendra","2882","[4, 4]","8","rechts","verloren","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
"431","Sonntag, 24. Juli 2016","09:21:56","Sapphire Kendra","2874","[4, 4, 8]","12","links","gewonnen","27","rot","ungerade","hoch","3.Dutzend","3.Kolonne"
"432","Sonntag, 24. Juli 2016","09:22:36","Sapphire Kendra","2886","[4]","4","rechts","gewonnen","36","rot","gerade","hoch","3.Dutzend","3.Kolonne"
"433","Sonntag, 24. Juli 2016","09:23:19","Sapphire Kendra","2890","[1, 1, 1, 1, 1]","2","links","verloren","17","schwarz","ungerade","niedrig","2.Dutzend","2.Kolonne"
"434","Sonntag, 24. Juli 2016","09:23:58","Sapphire Kendra","2888","[1, 1, 1, 1, 1, 2]","3","rechts","gewonnen","13","schwarz","ungerade","niedrig","2.Dutzend","1.Kolonne"
"435","Sonntag, 24. Juli 2016","09:24:38","Sapphire Kendra","2891","[1, 1, 1, 1]","2","links","gewonnen","2","schwarz","gerade","niedrig","1.Dutzend","2.Kolonne"
"436","Sonntag, 24. Juli 2016","09:25:20","Sapphire Kendra","2893","[1, 1]","2","rechts","gewonnen","29","schwarz","ungerade","hoch","3.Dutzend","2.Kolonne"
"437","Sonntag, 24. Juli 2016","09:26:05","Sapphire Kendra","2895","[1, 1, 1, 1, 1]","2","links","verloren","23","rot","ungerade","hoch","2.Dutzend","2.Kolonne"
"438","Sonntag, 24. Juli 2016","09:26:43","Sapphire Kendra","2893","[1, 1, 1, 1, 1, 2]","3","rechts","gewonnen","14","rot","gerade","niedrig","2.Dutzend","2.Kolonne"
